time,P,G(i),H_sun,T2m,WS10m,Int
20200407:1810,0.0,0.0,0.0,16.26,2.62,0.0
20200407:1910,0.0,0.0,0.0,15.37,2.9,0.0
20200407:2010,0.0,0.0,0.0,14.28,2.83,0.0
20200407:2110,0.0,0.0,0.0,13.38,2.69,0.0
20200407:2210,0.0,0.0,0.0,12.59,2.55,0.0
20200407:2310,0.0,0.0,0.0,12.06,2.48,0.0
20200408:0010,0.0,0.0,0.0,11.57,2.41,0.0
20200408:0110,0.0,0.0,0.0,11.01,2.34,0.0
20200408:0210,0.0,0.0,0.0,10.32,2.21,0.0
20200408:0310,0.0,0.0,0.0,9.57,2.21,0.0
20200408:0410,0.0,0.0,0.0,8.86,2.14,0.0
20200408:0510,0.0,0.0,0.0,8.16,2.07,0.0
20200408:0610,223.55,69.69,10.42,8.24,1.79,0.0
20200408:0710,376.95,105.53,19.78,12.05,1.24,0.0
20200408:0810,1475.15,368.25,28.64,15.65,0.9,0.0
20200408:0910,2776.8,712.34,36.47,18.24,0.69,0.0
20200408:1010,3455.4,925.57,42.49,20.21,0.48,0.0
20200408:1110,3676.65,999.93,45.83,21.4,0.62,0.0
20200408:1210,3424.25,918.46,45.79,22.18,0.9,0.0
20200408:1310,3340.55,893.76,42.39,22.11,0.76,0.0
20200408:1410,2497.95,648.67,36.31,22.16,0.76,0.0
20200408:1510,2146.2,553.54,28.46,21.88,0.76,0.0
20200408:1610,1207.85,321.53,19.57,21.52,0.9,0.0
20200408:1710,325.1,113.3,10.21,20.69,1.17,0.0
20200408:1810,0.0,0.0,0.0,19.0,1.66,0.0
20200408:1910,0.0,0.0,0.0,17.03,1.72,0.0
20200408:2010,0.0,0.0,0.0,14.95,1.59,0.0
20200408:2110,0.0,0.0,0.0,14.07,1.24,0.0
20200408:2210,0.0,0.0,0.0,13.99,0.83,0.0
20200408:2310,0.0,0.0,0.0,13.21,0.69,0.0
20200409:0010,0.0,0.0,0.0,12.7,0.55,0.0
20200409:0110,0.0,0.0,0.0,12.32,0.55,0.0
20200409:0210,0.0,0.0,0.0,12.2,0.48,0.0
20200409:0310,0.0,0.0,0.0,11.8,0.34,0.0
20200409:0410,0.0,0.0,0.0,10.9,0.34,0.0
20200409:0510,0.0,0.0,0.0,9.55,0.62,0.0
20200409:0610,382.15,123.55,10.76,9.32,0.97,0.0
20200409:0710,1356.85,341.78,20.11,11.4,1.45,0.0
20200409:0810,2359.95,579.25,28.99,13.54,1.59,0.0
20200409:0910,3066.55,770.62,36.83,15.69,1.52,0.0
20200409:1010,3572.35,918.82,42.87,17.63,1.79,0.0
20200409:1110,3932.5,1021.25,46.21,18.99,2.41,0.0
20200409:1210,3988.6,1033.46,46.15,19.77,2.9,0.0
20200409:1310,3647.35,933.82,42.71,20.06,3.03,0.0
20200409:1410,3090.15,779.3,36.6,20.14,3.03,0.0
20200409:1510,2313.75,577.63,28.72,19.9,3.17,0.0
20200409:1610,1338.75,348.74,19.82,19.37,3.17,0.0
20200409:1710,348.2,124.13,10.46,18.43,2.83,0.0
20200409:1810,0.0,0.0,0.0,16.82,2.62,0.0
20200409:1910,0.0,0.0,0.0,15.52,2.55,0.0
20200409:2010,0.0,0.0,0.0,14.27,2.55,0.0
20200409:2110,0.0,0.0,0.0,13.16,2.55,0.0
20200409:2210,0.0,0.0,0.0,12.18,2.48,0.0
20200409:2310,0.0,0.0,0.0,11.28,2.48,0.0
20200410:0010,0.0,0.0,0.0,10.51,2.41,0.0
20200410:0110,0.0,0.0,0.0,9.8,2.41,0.0
20200410:0210,0.0,0.0,0.0,9.14,2.34,0.0
20200410:0310,0.0,0.0,0.0,8.53,2.28,0.0
20200410:0410,0.0,0.0,0.0,7.94,2.21,0.0
20200410:0510,0.0,0.0,0.0,7.44,2.14,0.0
20200410:0610,425.0,140.98,11.09,7.81,1.93,0.0
20200410:0710,1504.15,374.92,20.45,10.25,2.28,0.0
20200410:0810,2529.0,613.59,29.34,12.5,2.41,0.0
20200410:0910,3010.6,741.47,37.19,14.6,2.55,0.0
20200410:1010,3798.75,962.84,43.24,16.48,2.69,0.0
20200410:1110,4093.05,1053.72,46.58,17.99,2.9,0.0
20200410:1210,4053.2,1044.07,46.51,18.9,3.1,0.0
20200410:1310,3748.9,956.85,43.04,19.33,3.17,0.0
20200410:1410,3163.25,793.85,36.89,19.46,3.31,0.0
20200410:1510,2421.65,601.85,28.98,19.23,3.45,0.0
20200410:1610,1415.05,366.64,20.07,18.61,3.59,0.0
20200410:1710,365.75,131.77,10.7,17.69,3.24,0.0
20200410:1810,0.0,0.0,0.0,16.17,3.1,0.0
20200410:1910,0.0,0.0,0.0,14.88,3.1,0.0
20200410:2010,0.0,0.0,0.0,13.52,2.97,0.0
20200410:2110,0.0,0.0,0.0,12.31,2.9,0.0
20200410:2210,0.0,0.0,0.0,11.24,2.83,0.0
20200410:2310,0.0,0.0,0.0,10.32,2.62,0.0
20200411:0010,0.0,0.0,0.0,9.47,2.48,0.0
20200411:0110,0.0,0.0,0.0,8.76,2.48,0.0
20200411:0210,0.0,0.0,0.0,8.13,2.41,0.0
20200411:0310,0.0,0.0,0.0,7.59,2.34,0.0
20200411:0410,0.0,0.0,0.0,7.15,2.28,0.0
20200411:0510,0.0,0.0,0.0,6.78,2.21,0.0
20200411:0610,440.55,144.27,11.42,7.32,1.86,0.0
20200411:0710,1503.0,374.66,20.78,9.98,1.79,0.0
20200411:0810,2431.8,592.91,29.68,12.87,2.0,0.0
20200411:0910,3142.75,784.11,37.55,15.26,2.0,0.0
20200411:1010,3580.85,919.59,43.62,17.43,1.86,0.0
20200411:1110,3877.7,1021.44,46.96,19.07,1.66,0.0
20200411:1210,3912.8,1039.15,46.87,20.05,1.59,0.0
20200411:1310,3584.55,945.25,43.36,20.8,1.45,0.0
20200411:1410,3027.65,784.26,37.18,21.13,1.38,0.0
20200411:1510,2291.7,587.95,29.25,21.3,1.1,0.0
20200411:1610,1325.7,352.33,20.31,21.08,0.9,0.0
20200411:1710,359.3,127.37,10.94,20.17,1.17,0.0
20200411:1810,0.0,0.0,0.0,18.65,1.86,0.0
20200411:1910,0.0,0.0,0.0,17.45,2.14,0.0
20200411:2010,0.0,0.0,0.0,15.68,1.86,0.0
20200411:2110,0.0,0.0,0.0,14.5,1.17,0.0
20200411:2210,0.0,0.0,0.0,14.9,0.55,0.0
20200411:2310,0.0,0.0,0.0,10.81,1.59,0.0
20200412:0010,0.0,0.0,0.0,9.42,1.86,0.0
20200412:0110,0.0,0.0,0.0,8.67,1.86,0.0
20200412:0210,0.0,0.0,0.0,7.92,1.93,0.0
20200412:0310,0.0,0.0,0.0,7.37,2.07,0.0
20200412:0410,0.0,0.0,0.0,6.91,2.14,0.0
20200412:0510,4.65,7.87,2.35,6.68,2.21,0.0
20200412:0610,457.25,148.44,11.75,7.62,1.86,0.0
20200412:0710,1507.1,380.08,21.11,12.07,1.38,0.0
20200412:0810,2494.3,620.49,30.02,15.7,1.52,0.0
20200412:0910,3172.5,807.75,37.9,18.18,1.72,0.0
20200412:1010,3478.5,898.17,43.98,19.78,2.14,0.0
20200412:1110,3765.2,984.32,47.33,20.72,2.34,0.0
20200412:1210,3882.6,1017.97,47.22,20.84,2.41,0.0
20200412:1310,3374.15,872.82,43.69,21.08,2.28,0.0
20200412:1410,2574.9,654.1,37.47,21.29,2.21,0.0
20200412:1510,2440.85,619.9,29.51,20.82,1.93,0.0
20200412:1610,1373.7,363.23,20.56,20.39,1.17,0.0
20200412:1710,365.25,128.58,11.18,19.96,0.97,0.0
20200412:1810,0.0,0.0,0.0,18.34,1.52,0.0
20200412:1910,0.0,0.0,0.0,18.36,0.76,0.0
20200412:2010,0.0,0.0,0.0,17.87,0.14,0.0
20200412:2110,0.0,0.0,0.0,17.13,0.76,0.0
20200412:2210,0.0,0.0,0.0,13.55,1.52,0.0
20200412:2310,0.0,0.0,0.0,12.81,1.24,0.0
20200413:0010,0.0,0.0,0.0,13.18,0.41,0.0
20200413:0110,0.0,0.0,0.0,10.48,1.1,0.0
20200413:0210,0.0,0.0,0.0,8.51,2.55,0.0
20200413:0310,0.0,0.0,0.0,8.43,3.38,0.0
20200413:0410,0.0,0.0,0.0,7.68,4.0,0.0
20200413:0510,1.0,6.12,2.68,7.09,4.34,0.0
20200413:0610,316.05,92.15,12.07,7.14,4.48,0.0
20200413:0710,292.45,83.44,21.44,7.26,5.52,0.0
20200413:0810,486.1,127.94,30.36,7.63,5.17,0.0
20200413:0910,436.1,116.82,38.25,8.09,5.17,0.0
20200413:1010,1223.0,294.47,44.35,8.82,5.17,0.0
20200413:1110,2368.15,558.37,47.7,9.7,5.24,0.0
20200413:1210,4136.3,996.61,47.57,10.52,5.38,0.0
20200413:1310,4044.75,973.87,44.0,11.01,5.24,0.0
20200413:1410,3495.4,832.95,37.75,11.11,5.1,0.0
20200413:1510,2641.75,625.29,29.76,10.86,5.1,0.0
20200413:1610,1556.15,384.6,20.8,10.23,5.31,0.0
20200413:1710,414.7,142.95,11.41,9.24,5.31,0.0
20200413:1810,0.0,0.0,0.0,8.12,4.41,0.0
20200413:1910,0.0,0.0,0.0,6.97,4.21,0.0
20200413:2010,0.0,0.0,0.0,6.16,3.86,0.0
20200413:2110,0.0,0.0,0.0,5.37,3.52,0.0
20200413:2210,0.0,0.0,0.0,4.69,3.17,0.0
20200413:2310,0.0,0.0,0.0,3.99,2.62,0.0
20200414:0010,0.0,0.0,0.0,3.29,2.28,0.0
20200414:0110,0.0,0.0,0.0,2.9,2.07,0.0
20200414:0210,0.0,0.0,0.0,2.59,1.79,0.0
20200414:0310,0.0,0.0,0.0,2.21,1.72,0.0
20200414:0410,0.0,0.0,0.0,2.07,1.79,0.0
20200414:0510,0.0,4.37,3.0,2.25,1.72,0.0
20200414:0610,300.65,86.58,12.39,3.03,1.59,0.0
20200414:0710,890.35,218.7,21.76,4.44,2.07,0.0
20200414:0810,1500.55,353.17,30.69,5.9,3.52,0.0
20200414:0910,896.65,219.96,38.6,6.96,3.59,0.0
20200414:1010,991.4,241.78,44.71,7.15,3.17,0.0
20200414:1110,1352.0,324.8,48.07,7.9,2.76,0.0
20200414:1210,1609.0,385.27,47.92,8.31,2.28,0.0
20200414:1310,1879.3,449.24,44.32,8.93,2.21,0.0
20200414:1410,2359.35,563.27,38.04,9.15,2.21,0.0
20200414:1510,2121.25,507.16,30.02,9.66,2.34,0.0
20200414:1610,1463.8,364.34,21.04,9.51,2.41,0.0
20200414:1710,410.0,140.05,11.65,9.3,2.34,0.0
20200414:1810,0.0,0.0,0.0,8.77,1.79,0.0
20200414:1910,0.0,0.0,0.0,7.41,1.59,0.0
20200414:2010,0.0,0.0,0.0,6.16,1.66,0.0
20200414:2110,0.0,0.0,0.0,4.81,1.72,0.0
20200414:2210,0.0,0.0,0.0,3.63,1.45,0.0
20200414:2310,0.0,0.0,0.0,3.32,1.24,0.0
20200415:0010,0.0,0.0,0.0,2.68,1.24,0.0
20200415:0110,0.0,0.0,0.0,1.69,1.45,0.0
20200415:0210,0.0,0.0,0.0,1.12,1.52,0.0
20200415:0310,0.0,0.0,0.0,0.4,1.66,0.0
20200415:0410,0.0,0.0,0.0,0.05,1.72,0.0
20200415:0510,16.6,12.24,3.32,-0.12,1.79,0.0
20200415:0610,464.6,134.88,12.71,1.52,1.24,0.0
20200415:0710,1290.6,314.51,22.08,5.54,1.31,0.0
20200415:0810,2421.85,580.91,31.02,8.36,1.45,0.0
20200415:0910,3125.9,767.81,38.95,10.62,1.45,0.0
20200415:1010,3666.1,926.74,45.07,12.27,1.38,0.0
20200415:1110,3990.65,1034.18,48.43,13.7,1.24,0.0
20200415:1210,3871.35,1009.43,48.27,14.98,1.1,0.0
20200415:1310,3498.3,902.6,44.64,15.99,1.1,0.0
20200415:1410,3025.6,766.81,38.31,16.72,1.31,0.0
20200415:1510,2254.75,563.96,30.27,17.11,1.45,0.0
20200415:1610,1246.15,322.24,21.28,17.13,1.79,0.0
20200415:1710,387.1,128.49,11.88,16.57,2.0,0.0
20200415:1810,0.0,2.62,2.52,15.03,2.14,0.0
20200415:1910,0.0,0.0,0.0,14.1,2.62,0.0
20200415:2010,0.0,0.0,0.0,12.61,2.55,0.0
20200415:2110,0.0,0.0,0.0,11.38,2.41,0.0
20200415:2210,0.0,0.0,0.0,10.34,2.34,0.0
20200415:2310,0.0,0.0,0.0,9.41,2.34,0.0
20200416:0010,0.0,0.0,0.0,8.66,2.41,0.0
20200416:0110,0.0,0.0,0.0,8.06,2.48,0.0
20200416:0210,0.0,0.0,0.0,7.63,2.48,0.0
20200416:0310,0.0,0.0,0.0,7.36,2.48,0.0
20200416:0410,0.0,0.0,0.0,7.15,2.48,0.0
20200416:0510,28.85,16.61,3.64,6.91,2.41,0.0
20200416:0610,518.85,164.89,13.02,7.64,2.07,0.0
20200416:0710,1605.15,400.27,22.4,10.87,1.72,0.0
20200416:0810,2586.15,637.46,31.35,14.13,1.72,0.0
20200416:0910,3258.8,824.85,39.29,16.61,1.72,0.0
20200416:1010,3641.45,949.4,45.43,18.52,1.52,0.0
20200416:1110,3901.45,1042.99,48.79,19.99,1.31,0.0
20200416:1210,3899.9,1051.56,48.62,21.21,1.24,0.0
20200416:1310,3264.15,865.6,44.95,22.08,1.03,0.0
20200416:1410,2884.85,755.27,38.59,22.6,1.03,0.0
20200416:1510,2292.55,590.14,30.53,22.73,1.45,0.0
20200416:1610,1352.45,358.44,21.52,22.29,2.0,0.0
20200416:1710,392.45,142.19,12.12,21.23,2.0,0.0
20200416:1810,0.0,3.5,2.76,19.85,2.07,0.0
20200416:1910,0.0,0.0,0.0,18.76,1.86,0.0
20200416:2010,0.0,0.0,0.0,16.45,1.79,0.0
20200416:2110,0.0,0.0,0.0,14.75,1.86,0.0
20200416:2210,0.0,0.0,0.0,13.27,2.28,0.0
20200416:2310,0.0,0.0,0.0,12.77,2.69,0.0
20200417:0010,0.0,0.0,0.0,11.99,2.62,0.0
20200417:0110,0.0,0.0,0.0,11.14,2.55,0.0
20200417:0210,0.0,0.0,0.0,10.18,2.48,0.0
20200417:0310,0.0,0.0,0.0,9.24,2.48,0.0
20200417:0410,0.0,0.0,0.0,8.34,2.55,0.0
20200417:0510,28.7,16.61,3.95,7.67,2.62,0.0
20200417:0610,514.5,159.24,13.33,8.0,2.48,0.0
20200417:0710,1578.65,389.56,22.71,10.18,2.76,0.0
20200417:0810,2573.25,618.85,31.67,11.89,3.1,0.0
20200417:0910,3307.55,810.11,39.63,13.83,3.17,0.0
20200417:1010,3890.45,976.56,45.78,15.68,3.24,0.0
20200417:1110,4111.85,1049.31,49.15,17.44,3.31,0.0
20200417:1210,4067.6,1044.81,48.96,18.88,3.31,0.0
20200417:1310,3725.6,950.58,45.26,19.87,3.38,0.0
20200417:1410,3120.6,784.62,38.87,20.33,3.52,0.0
20200417:1510,2326.0,582.23,30.78,20.65,3.38,0.0
20200417:1610,1372.2,358.16,21.75,20.44,3.38,0.0
20200417:1710,393.25,133.55,12.35,19.78,3.17,0.0
20200417:1810,8.05,9.62,2.99,18.33,3.03,0.0
20200417:1910,0.0,0.0,0.0,16.26,3.17,0.0
20200417:2010,0.0,0.0,0.0,15.11,3.1,0.0
20200417:2110,0.0,0.0,0.0,14.09,2.83,0.0
20200417:2210,0.0,0.0,0.0,13.13,2.48,0.0
20200417:2310,0.0,0.0,0.0,12.25,2.41,0.0
20200418:0010,0.0,0.0,0.0,11.47,2.28,0.0
20200418:0110,0.0,0.0,0.0,10.84,2.21,0.0
20200418:0210,0.0,0.0,0.0,10.14,2.0,0.0
20200418:0310,0.0,0.0,0.0,9.61,1.86,0.0
20200418:0410,0.0,0.0,0.0,8.89,1.72,0.0
20200418:0510,0.95,6.12,4.26,8.46,1.45,0.0
20200418:0610,390.1,112.65,13.64,9.57,0.9,0.0
20200418:0710,1383.25,348.06,23.02,11.27,0.34,0.0
20200418:0810,778.5,200.43,31.99,12.8,0.21,0.0
20200418:0910,227.9,70.46,39.96,14.28,0.55,0.0
20200418:1010,496.15,135.36,46.13,15.17,0.69,0.0
20200418:1110,768.55,200.25,49.5,15.66,0.83,0.0
20200418:1210,2688.3,682.13,49.3,16.05,0.76,0.0
20200418:1310,1739.15,436.62,45.56,16.63,0.76,0.0
20200418:1410,429.7,120.52,39.14,16.99,0.48,0.0
20200418:1510,1851.85,465.76,31.02,17.23,0.69,0.0
20200418:1610,1344.55,349.31,21.99,16.95,1.1,0.0
20200418:1710,400.1,139.23,12.58,16.14,1.31,0.0
20200418:1810,8.25,9.62,3.23,15.5,0.83,0.0
20200418:1910,0.0,0.0,0.0,13.02,1.59,0.0
20200418:2010,0.0,0.0,0.0,12.28,1.52,0.0
20200418:2110,0.0,0.0,0.0,11.39,1.59,0.0
20200418:2210,0.0,0.0,0.0,10.59,1.66,0.0
20200418:2310,0.0,0.0,0.0,10.07,1.59,0.0
20200419:0010,0.0,0.0,0.0,9.36,1.59,0.0
20200419:0110,0.0,0.0,0.0,8.91,1.59,0.0
20200419:0210,0.0,0.0,0.0,8.56,1.66,0.0
20200419:0310,0.0,0.0,0.0,8.35,1.52,0.0
20200419:0410,0.0,0.0,0.0,8.19,1.38,0.0
20200419:0510,0.0,4.37,4.57,7.96,1.03,0.0
20200419:0610,69.55,28.74,13.94,8.7,0.9,0.0
20200419:0710,221.45,67.68,23.33,10.07,1.17,0.0
20200419:0810,239.8,72.31,32.31,10.88,1.59,0.0
20200419:0910,311.8,89.93,40.29,12.1,1.93,0.0
20200419:1010,1432.3,351.19,46.48,12.77,2.34,0.0
20200419:1110,415.85,114.96,49.86,13.49,3.03,0.0
20200419:1210,430.8,118.67,49.63,14.1,3.79,0.0
20200419:1310,890.55,225.79,45.87,14.59,4.28,0.0
20200419:1410,1999.15,484.69,39.41,15.21,4.41,0.0
20200419:1510,1027.5,258.28,31.27,15.79,4.28,0.0
20200419:1610,881.05,227.54,22.22,16.17,3.93,0.0
20200419:1710,369.95,114.81,12.81,16.29,3.72,0.0
20200419:1810,0.0,5.25,3.47,15.56,3.45,0.0
20200419:1910,0.0,0.0,0.0,14.54,3.79,0.0
20200419:2010,0.0,0.0,0.0,13.59,4.14,0.0
20200419:2110,0.0,0.0,0.0,12.57,4.34,0.0
20200419:2210,0.0,0.0,0.0,11.72,4.34,0.0
20200419:2310,0.0,0.0,0.0,10.92,4.21,0.0
20200420:0010,0.0,0.0,0.0,10.12,4.07,0.0
20200420:0110,0.0,0.0,0.0,9.37,4.14,0.0
20200420:0210,0.0,0.0,0.0,8.73,4.21,0.0
20200420:0310,0.0,0.0,0.0,8.16,4.21,0.0
20200420:0410,0.0,0.0,0.0,7.68,4.14,0.0
20200420:0510,58.1,25.36,4.87,7.3,4.0,0.0
20200420:0610,592.45,184.4,14.24,7.86,3.93,0.0
20200420:0710,1753.7,426.05,23.63,9.19,4.69,0.0
20200420:0810,2807.55,662.92,32.62,10.88,5.59,0.0
20200420:0910,3601.85,860.99,40.62,12.65,6.07,0.0
20200420:1010,4137.1,1006.52,46.82,14.34,6.34,0.0
20200420:1110,4461.0,1100.37,50.2,15.77,6.48,0.0
20200420:1210,4394.6,1088.24,49.96,16.87,6.55,0.0
20200420:1310,3994.75,983.86,46.17,17.63,6.62,0.0
20200420:1410,3451.0,841.73,39.68,17.99,6.76,0.0
20200420:1510,2614.2,635.19,31.51,18.02,6.9,0.0
20200420:1610,1550.65,394.61,22.45,17.63,6.83,0.0
20200420:1710,439.55,153.9,13.04,16.85,6.28,0.0
20200420:1810,24.75,15.74,3.7,15.59,5.86,0.0
20200420:1910,0.0,0.0,0.0,14.69,5.79,0.0
20200420:2010,0.0,0.0,0.0,13.63,5.72,0.0
20200420:2110,0.0,0.0,0.0,12.64,5.59,0.0
20200420:2210,0.0,0.0,0.0,11.78,5.38,0.0
20200420:2310,0.0,0.0,0.0,11.05,5.1,0.0
20200421:0010,0.0,0.0,0.0,10.41,4.9,0.0
20200421:0110,0.0,0.0,0.0,9.81,4.69,0.0
20200421:0210,0.0,0.0,0.0,9.23,4.62,0.0
20200421:0310,0.0,0.0,0.0,8.71,4.62,0.0
20200421:0410,0.0,0.0,0.0,8.28,4.62,0.0
20200421:0510,64.05,27.11,5.17,8.01,4.76,0.0
20200421:0610,607.35,189.23,14.54,8.63,4.97,0.0
20200421:0710,1788.1,434.61,23.93,9.94,5.45,0.0
20200421:0810,2821.25,666.74,32.93,11.56,6.07,0.0
20200421:0910,3656.2,876.34,40.94,13.34,6.28,0.0
20200421:1010,4231.9,1035.52,47.16,15.11,6.28,0.0
20200421:1110,4477.85,1110.99,50.55,16.71,6.41,0.0
20200421:1210,4406.05,1097.64,50.29,17.98,6.55,0.0
20200421:1310,4077.1,1011.79,46.47,18.92,6.62,0.0
20200421:1410,3456.15,849.66,39.95,19.4,6.62,0.0
20200421:1510,2571.25,630.43,31.76,19.52,6.48,0.0
20200421:1610,1538.0,394.64,22.68,19.21,6.34,0.0
20200421:1710,441.2,154.37,13.27,18.44,5.79,0.0
20200421:1810,29.75,17.49,3.93,17.15,5.38,0.0
20200421:1910,0.0,0.0,0.0,16.2,5.1,0.0
20200421:2010,0.0,0.0,0.0,15.09,4.9,0.0
20200421:2110,0.0,0.0,0.0,14.09,4.62,0.0
20200421:2210,0.0,0.0,0.0,13.2,4.34,0.0
20200421:2310,0.0,0.0,0.0,12.42,4.14,0.0
20200422:0010,0.0,0.0,0.0,11.69,3.93,0.0
20200422:0110,0.0,0.0,0.0,11.02,3.86,0.0
20200422:0210,0.0,0.0,0.0,10.4,3.93,0.0
20200422:0310,0.0,0.0,0.0,9.85,4.0,0.0
20200422:0410,0.0,0.0,0.0,9.37,4.07,0.0
20200422:0510,73.15,29.73,5.47,9.01,4.07,0.0
20200422:0610,615.65,190.96,14.83,9.66,4.07,0.0
20200422:0710,1772.25,434.92,24.23,11.38,4.41,0.0
20200422:0810,2761.2,660.81,33.23,13.09,5.03,0.0
20200422:0910,3518.85,855.09,41.26,14.84,5.17,0.0
20200422:1010,4077.55,1010.78,47.5,16.49,5.31,0.0
20200422:1110,4381.05,1102.9,50.89,18.03,5.38,0.0
20200422:1210,4278.95,1083.34,50.62,19.37,5.31,0.0
20200422:1310,3955.6,999.08,46.76,20.39,5.17,0.0
20200422:1410,3354.55,838.88,40.21,20.98,5.1,0.0
20200422:1510,2531.4,630.22,32.0,21.17,4.97,0.0
20200422:1610,1519.35,394.83,22.91,20.93,4.83,0.0
20200422:1710,440.8,156.2,13.49,20.21,4.28,0.0
20200422:1810,34.75,19.24,4.16,18.8,3.79,0.0
20200422:1910,0.0,0.0,0.0,17.39,3.86,0.0
20200422:2010,0.0,0.0,0.0,16.06,3.86,0.0
20200422:2110,0.0,0.0,0.0,14.87,3.66,0.0
20200422:2210,0.0,0.0,0.0,13.71,3.24,0.0
20200422:2310,0.0,0.0,0.0,12.55,2.9,0.0
20200423:0010,0.0,0.0,0.0,11.54,2.69,0.0
20200423:0110,0.0,0.0,0.0,10.63,2.62,0.0
20200423:0210,0.0,0.0,0.0,9.89,2.62,0.0
20200423:0310,0.0,0.0,0.0,9.32,2.62,0.0
20200423:0410,0.0,0.0,0.0,8.79,2.55,0.0
20200423:0510,70.15,28.86,5.76,8.48,2.48,0.0
20200423:0610,616.25,190.28,15.12,9.64,2.14,0.0
20200423:0710,1709.1,426.42,24.52,12.34,1.93,0.0
20200423:0810,2697.5,665.89,33.53,15.11,2.21,0.0
20200423:0910,3425.25,867.86,41.58,17.45,2.28,0.0
20200423:1010,3912.3,1017.84,47.83,19.31,2.34,0.0
20200423:1110,4144.9,1097.52,51.23,20.42,2.28,0.0
20200423:1210,4064.15,1084.27,50.94,21.25,2.0,0.0
20200423:1310,3753.9,999.8,47.05,21.82,1.59,0.0
20200423:1410,3188.7,838.48,40.47,22.15,1.17,0.0
20200423:1510,2414.35,626.84,32.24,22.25,0.83,0.0
20200423:1610,1399.05,372.89,23.13,22.08,0.76,0.0
20200423:1710,405.55,127.13,13.71,21.63,0.76,0.0
20200423:1810,34.45,19.24,4.39,19.97,1.03,0.0
20200423:1910,0.0,0.0,0.0,20.46,0.55,0.0
20200423:2010,0.0,0.0,0.0,18.99,0.55,0.0
20200423:2110,0.0,0.0,0.0,16.6,1.03,0.0
20200423:2210,0.0,0.0,0.0,13.45,1.24,0.0
20200423:2310,0.0,0.0,0.0,11.95,1.31,0.0
20200424:0010,0.0,0.0,0.0,10.71,1.59,0.0
20200424:0110,0.0,0.0,0.0,9.52,1.79,0.0
20200424:0210,0.0,0.0,0.0,8.54,1.86,0.0
20200424:0310,0.0,0.0,0.0,7.99,2.07,0.0
20200424:0410,0.0,0.0,0.0,7.59,2.07,0.0
20200424:0510,73.7,29.73,6.04,7.47,2.07,0.0
20200424:0610,545.35,154.2,15.4,9.19,1.72,0.0
20200424:0710,1379.75,342.09,24.8,11.68,2.14,0.0
20200424:0810,2474.5,605.29,33.82,13.8,2.21,0.0
20200424:0910,3187.55,795.78,41.89,15.98,2.41,0.0
20200424:1010,3652.85,928.04,48.15,17.64,2.83,0.0
20200424:1110,4028.65,1037.74,51.56,18.73,3.1,0.0
20200424:1210,3899.8,1002.06,51.26,19.48,3.31,0.0
20200424:1310,3484.55,886.29,47.34,20.01,3.38,0.0
20200424:1410,3022.25,760.24,40.73,20.21,3.38,0.0
20200424:1510,2363.4,590.95,32.47,20.14,3.31,0.0
20200424:1610,1443.8,374.87,23.36,19.73,3.31,0.0
20200424:1710,443.15,155.69,13.94,19.0,3.1,0.0
20200424:1810,34.95,19.24,4.62,17.67,2.83,0.0
20200424:1910,0.0,0.0,0.0,15.16,3.24,0.0
20200424:2010,0.0,0.0,0.0,13.6,3.24,0.0
20200424:2110,0.0,0.0,0.0,12.09,2.97,0.0
20200424:2210,0.0,0.0,0.0,10.68,2.55,0.0
20200424:2310,0.0,0.0,0.0,9.41,2.28,0.0
20200425:0010,0.0,0.0,0.0,8.27,2.21,0.0
20200425:0110,0.0,0.0,0.0,7.34,2.14,0.0
20200425:0210,0.0,0.0,0.0,6.55,2.14,0.0
20200425:0310,0.0,0.0,0.0,6.04,2.14,0.0
20200425:0410,0.0,0.0,0.0,5.67,2.07,0.0
20200425:0510,26.35,15.74,6.33,5.63,2.0,0.0
20200425:0610,271.9,78.65,15.68,6.16,2.34,0.0
20200425:0710,611.55,156.78,25.08,7.25,2.21,0.0
20200425:0810,1140.1,276.78,34.11,7.96,2.14,0.0
20200425:0910,2653.55,636.49,42.19,8.73,2.0,0.0
20200425:1010,3531.05,871.07,48.48,10.02,1.93,0.0
20200425:1110,4249.15,1082.4,51.89,11.62,1.93,0.0
20200425:1210,4199.75,1075.1,51.58,13.11,2.0,0.0
20200425:1310,3900.85,991.08,47.63,14.23,2.07,0.0
20200425:1410,3325.85,832.9,40.98,14.98,2.0,0.0
20200425:1510,2543.15,630.43,32.71,15.38,1.86,0.0
20200425:1610,1531.05,392.47,23.58,15.4,1.86,0.0
20200425:1710,464.25,158.59,14.16,15.07,1.93,0.0
20200425:1810,49.85,23.61,4.85,14.39,1.66,0.0
20200425:1910,0.0,0.0,0.0,12.67,1.38,0.0
20200425:2010,0.0,0.0,0.0,10.94,1.52,0.0
20200425:2110,0.0,0.0,0.0,9.47,1.86,0.0
20200425:2210,0.0,0.0,0.0,8.31,2.14,0.0
20200425:2310,0.0,0.0,0.0,7.57,2.34,0.0
20200426:0010,0.0,0.0,0.0,6.92,2.34,0.0
20200426:0110,0.0,0.0,0.0,6.25,2.21,0.0
20200426:0210,0.0,0.0,0.0,5.54,2.0,0.0
20200426:0310,0.0,0.0,0.0,4.78,1.86,0.0
20200426:0410,0.0,0.0,0.0,3.97,1.66,0.0
20200426:0510,95.0,34.98,6.61,3.73,1.38,0.0
